titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media,trends_MX,trends_US,trends_CA,trends_CO,trends_BR,trends_latam_avg,popular_algún_país,cluster
異世界のんびり農家,Isekai Nonbiri Nouka,Farming Life in Another World,2023-01-06,2023,WINTER 2023,2,12.0,Zero-G,Fantasy | Slice of Life,Unknown,TV,FINISHED,100660,74.0,74.0,4.0,29.0,15.0,1.0,11.0,12.0,True,0
PLUTO,PLUTO,PLUTO,2023-10-26,2023,FALL 2023,1,8.0,Studio M2,Action | Drama | Mecha | Mystery | Psychological | Sci-Fi | Thriller,Seinen,ONA,FINISHED,97532,84.0,84.0,32.0,54.0,48.0,46.0,49.0,45.8,True,0
Re:ゼロから始める異世界生活 4th season,Re:Zero kara Hajimeru Isekai Seikatsu 4th Season,Re:ZERO -Starting Life in Another World- Season 4,2026-04-08,2026,SPRING 2026,1,19.0,WHITE FOX,Action | Adventure | Drama | Fantasy | Psychological | Romance,Unknown,TV,RELEASING,97110,87.0,87.0,1.0,0.0,0.0,0.0,1.0,0.4,False,0
イジらないで、長瀞さん 2nd Attack,"Ijiranaide, Nagatoro-san 2nd Attack","DON'T TOY WITH ME, MISS NAGATORO 2nd Attack",2023-01-08,2023,WINTER 2023,1,12.0,OLM,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,96988,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
【推しの子】第3期,[Oshi no Ko] 3rd Season,【OSHI NO KO】Season 3,2026-01-14,2026,WINTER 2026,2,11.0,Doga Kobo,Drama | Mystery | Psychological | Supernatural,Seinen,TV,FINISHED,95839,86.0,86.0,0.0,0.0,1.0,1.0,0.0,0.4,False,0
僕の心のヤバイやつ 第2期,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,2024-01-07,2024,WINTER 2024,2,13.0,Shin-Ei Animation,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,95769,86.0,86.0,0.0,8.0,0.0,0.0,0.0,1.6,False,0
転生したら第七王子だったので、気ままに魔術を極めます,"Tensei Shitara Dai Nana Ouji Datta node, Kimamani Majutsu wo Kiwamemasu",I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,2024-04-02,2024,SPRING 2024,2,12.0,Tsumugi Akita Anime Lab,Action | Adventure | Fantasy,Unknown,TV,FINISHED,94307,73.0,73.0,1.0,10.0,1.0,0.0,4.0,3.2,False,0
狼と香辛料 MERCHANT MEETS THE WISE WOLF,Ookami to Koushinryou: MERCHANT MEETS THE WISE WOLF,Spice and Wolf: MERCHANT MEETS THE WISE WOLF,2024-04-02,2024,SPRING 2024,2,25.0,Passione,Adventure | Fantasy | Romance | Slice of Life,Seinen,TV,FINISHED,94063,79.0,79.0,0.0,4.0,1.0,0.0,1.0,1.2,False,0
黄泉のツガイ,Yomi no Tsugai,Daemons of the Shadow Realm,2026-04-04,2026,SPRING 2026,1,24.0,bones film,Action | Adventure | Comedy | Fantasy,Shounen,TV,RELEASING,93925,78.0,78.0,1.0,2.0,2.0,1.0,2.0,1.6,False,0
デッドマウント・デスプレイ,Dead Mount Death Play,Dead Mount Death Play,2023-04-11,2023,SPRING 2023,2,12.0,GEEKTOYS,Action | Fantasy | Supernatural | Thriller,Seinen,TV,FINISHED,93443,72.0,72.0,5.0,9.0,6.0,4.0,6.0,6.0,False,0
SAKAMOTO DAYS 第２クール,SAKAMOTO DAYS Part 2,SAKAMOTO DAYS Part 2,2025-07-15,2025,SUMMER 2025,2,11.0,TMS Entertainment,Action | Comedy,Shounen,ONA,FINISHED,93147,79.0,79.0,,,,,,,,0
ダンジョンに出会いを求めるのは間違っているだろうかⅣ 深章 厄災篇,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Yakusai-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,2023-01-05,2023,WINTER 2023,2,11.0,J.C.STAFF,Action | Adventure | Comedy | Fantasy | Romance,Unknown,TV,FINISHED,92226,82.0,82.0,,,,,,,,0
転生したらスライムだった件 第4期,Tensei Shitara Slime Datta Ken 4th Season,That Time I Got Reincarnated as a Slime Season 4,2026-04-03,2026,SPRING 2026,1,,8-bit,Action | Adventure | Comedy | Fantasy,Unknown,TV,RELEASING,92159,81.0,81.0,,,,,,,,0
WIND BREAKER Season 2,WIND BREAKER Season 2,WIND BREAKER Season 2,2025-04-04,2025,SPRING 2025,1,12.0,CloverWorks,Action | Comedy | Drama,Shounen,TV,FINISHED,91762,77.0,77.0,,,,,,,,0
暴食のベルセルク,Boushoku no Berserk,Berserk of Gluttony,2023-10-02,2023,FALL 2023,2,12.0,A.C.G.T.,Action | Adventure | Drama | Fantasy | Romance,Unknown,TV,FINISHED,91618,67.0,67.0,,,,,,,,0
正反対な君と僕,Seihantai na Kimi to Boku,You and I Are Polar Opposites,2026-01-11,2026,WINTER 2026,2,12.0,Lapin Track,Comedy | Drama | Romance | Slice of Life,Shounen,TV,FINISHED,91417,83.0,83.0,,,,,,,,0
最強陰陽師の異世界転生記,Saikyou Onmyouji no Isekai Tenseiki,The Reincarnation of the Strongest Exorcist in Another World,2023-01-08,2023,WINTER 2023,1,13.0,Studio Blanc,Action | Adventure | Fantasy | Romance | Supernatural,Unknown,TV,FINISHED,91379,70.0,70.0,,,,,,,,0
よふかしのうた Season 2,Yofukashi no Uta Season 2,Call of the Night Season 2,2025-07-04,2025,SUMMER 2025,1,12.0,LIDENFILMS,Comedy | Psychological | Romance | Slice of Life | Supernatural,Shounen,TV,FINISHED,90764,83.0,84.0,,,,,,,,0
ウィッチウォッチ,Witch Watch,WITCH WATCH,2025-04-06,2025,SPRING 2025,2,25.0,Bibury Animation Studios,Comedy | Drama | Fantasy | Romance | Slice of Life | Supernatural,Shounen,TV,FINISHED,90636,72.0,72.0,,,,,,,,0
Lv2からチートだった元勇者候補のまったり異世界ライフ,Lv2 Kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life,Chillin' in Another World with Level 2 Super Cheat Powers,2024-04-08,2024,SPRING 2024,1,12.0,J.C.STAFF,Adventure | Fantasy | Romance,Unknown,TV,FINISHED,90215,68.0,68.0,,,,,,,,0
ようこそ実力至上主義の教室へ 4th Season 2年生編1学期,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season 2-nensei-hen Ichi Gakki,"Classroom of the Elite 4th Season: Second Year, First Semester",2026-04-01,2026,SPRING 2026,1,16.0,Lerche,Drama | Psychological,Unknown,TV,RELEASING,90034,79.0,79.0,,,,,,,,0
氷属性男子とクールな同僚女子,Koori Zokusei Danshi to Cool na Douryou Joshi,The Ice Guy and His Cool Female Colleague,2023-01-03,2023,WINTER 2023,1,12.0,Zero-G | Liber,Comedy | Romance | Slice of Life | Supernatural,Josei,TV,FINISHED,89975,72.0,72.0,,,,,,,,0
久保さんは僕を許さない,Kubo-san wa Mob wo Yurusanai,Kubo Won't Let Me Be Invisible,2023-01-10,2023,WINTER 2023,1,12.0,PINE JAM,Comedy | Romance | Slice of Life,Seinen,TV,FINISHED,89599,74.0,75.0,,,,,,,,0
異世界失格,Isekai Shikkaku,No Longer Allowed in Another World,2024-07-09,2024,SUMMER 2024,1,12.0,Atelier Pontdarc,Comedy | Fantasy | Romance | Slice of Life | Supernatural,Seinen,TV,FINISHED,87187,71.0,71.0,,,,,,,,0
トニカクカワイイ（シーズン2）,Tonikaku Kawaii Season 2,TONIKAWA: Over The Moon For You Season 2,2023-04-08,2023,SPRING 2023,2,12.0,Seven Arcs,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,86812,76.0,76.0,,,,,,,,0
最強の王様、二度目の人生は 何をする? ,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",The Beginning After the End,2025-04-03,2025,SPRING 2025,2,12.0,studio A-CAT,Action | Adventure | Fantasy,Unknown,TV,FINISHED,86484,59.0,59.0,,,,,,,,0
ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,2024-07-05,2024,SUMMER 2024,1,12.0,Seven Arcs,Action | Adventure | Drama | Fantasy,Unknown,TV,FINISHED,86324,63.0,64.0,,,,,,,,0
疑似ハーレム,Giji Harem,Pseudo Harem,2024-07-05,2024,SUMMER 2024,1,12.0,Nomad,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,85000,76.0,76.0,,,,,,,,0
転生王女と天才令嬢の魔法革命,Tensei Oujo to Tensai Reijou no Mahou Kakumei,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,2023-01-04,2023,WINTER 2023,1,12.0,diomedéa,Fantasy | Romance,Unknown,TV,FINISHED,84560,75.0,75.0,,,,,,,,0
TRIGUN STAMPEDE,TRIGUN STAMPEDE,TRIGUN STAMPEDE,2023-01-07,2023,WINTER 2023,2,12.0,Orange,Action | Drama | Sci-Fi,Shounen,TV,FINISHED,84346,78.0,78.0,,,,,,,,0
痛いのは嫌なので防御力に極振りしたいと思います。2,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",2023-01-11,2023,WINTER 2023,1,12.0,SILVER LINK.,Action | Adventure | Comedy | Fantasy | Slice of Life,Unknown,TV,FINISHED,83892,71.0,71.0,,,,,,,,0
サイレント・ウィッチ 沈黙の魔女の隠しごと,Silent Witch: Chinmoku no Majo no Kakushigoto,Secrets of the Silent Witch,2025-07-05,2025,SUMMER 2025,1,13.0,Studio Gokumi,Adventure | Fantasy,Shoujo,TV,FINISHED,83378,81.0,81.0,,,,,,,,0
うずまき,Uzumaki,Uzumaki,2024-09-29,2024,FALL 2024,1,4.0,Akatsuki | Fugaku,Drama | Horror | Mystery | Psychological | Supernatural,Seinen,TV,FINISHED,82918,54.0,54.0,,,,,,,,3
好きな子がめがねを忘れた,Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,2023-07-04,2023,SUMMER 2023,1,13.0,GoHands,Comedy | Romance,Shounen,TV,FINISHED,82275,68.0,68.0,,,,,,,,0
杖と剣のウィストリア Season2,Tsue to Tsurugi no Wistoria Season 2,Wistoria: Wand and Sword Season 2,2026-04-12,2026,SPRING 2026,1,12.0,Actas | Bandai Namco Pictures,Action | Adventure | Drama | Fantasy,Shounen,TV,RELEASING,82252,82.0,82.0,,,,,,,,0
逃げ上手の若君,Nige Jouzu no Wakagimi,The Elusive Samurai,2024-07-06,2024,SUMMER 2024,2,12.0,CloverWorks,Action | Adventure | Supernatural,Shounen,TV,FINISHED,82212,77.0,77.0,,,,,,,,0
水属性の魔法使い,Mizu Zokusei no Mahou Tsukai,The Water Magician,2025-07-04,2025,SUMMER 2025,1,12.0,TYPHOON GRAPHICS | Wonderland,Action | Adventure | Fantasy,Unknown,TV,FINISHED,82183,70.0,70.0,,,,,,,,0
俺は全てを【パリイ】する ～逆勘違いの世界最強は冒険者になりたい～,Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,I Parry Everything,2024-07-05,2024,SUMMER 2024,1,12.0,OLM,Action | Adventure | Fantasy,Unknown,TV,FINISHED,81771,68.0,68.0,,,,,,,,0
道産子ギャルはなまらめんこい,Dosanko Gal wa Namara Menkoi,Hokkaido Gals Are Super Adorable!,2024-01-09,2024,WINTER 2024,1,12.0,BLADE | SILVER LINK.,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,81260,70.0,70.0,,,,,,,,0
ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu Suru",7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,2024-01-07,2024,WINTER 2024,1,12.0,HORNETS | Studio KAI,Fantasy | Romance,Shoujo,TV,FINISHED,80851,75.0,75.0,,,,,,,,0
神無き世界のカミサマ活動,Kaminaki Sekai no Kamisama Katsudou,KamiKatsu: Working for God in a Godless World,2023-04-06,2023,SPRING 2023,1,12.0,Studio Palette,Action | Comedy | Drama | Ecchi | Fantasy,Seinen,TV,FINISHED,80833,65.0,65.0,,,,,,,,0
政宗くんのリベンジR,Masamune-kun no Revenge R,Masamune-kun's Revenge R,2023-07-03,2023,SUMMER 2023,1,12.0,SILVER LINK.,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,80167,72.0,72.0,,,,,,,,0
夢見る男子は現実主義者,Yumemiru Danshi wa Genjitsushugisha,The Dreaming Boy is a Realist,2023-07-04,2023,SUMMER 2023,1,12.0,Studio Gokumi | AXsiZ,Comedy | Romance | Slice of Life,Unknown,TV,FINISHED,79785,65.0,65.0,,,,,,,,0
東京リベンジャーズ 天竺編,Tokyo Revengers: Tenjiku-hen,Tokyo Revengers Season 2 Part 2,2023-10-04,2023,FALL 2023,2,13.0,LIDENFILMS,Action | Drama | Romance | Supernatural,Shounen,TV,FINISHED,79569,77.0,77.0,,,,,,,,0
経験済みなキミと、経験ゼロなオレが、お付き合いする話。,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",Our Dating Story: The Experienced You and The Inexperienced Me,2023-10-06,2023,FALL 2023,1,12.0,ENGI,Romance,Unknown,TV,FINISHED,78681,67.0,67.0,,,,,,,,0
青春ブタ野郎はサンタクロースの夢を見ない,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,Rascal Does Not Dream of Santa Claus,2025-07-05,2025,SUMMER 2025,1,13.0,CloverWorks,Drama | Mystery | Psychological | Romance | Supernatural,Unknown,TV,FINISHED,78195,82.0,82.0,,,,,,,,0
炎炎ノ消防隊 参ノ章 第2クール,Enen no Shouboutai: San no Shou Part 2,Fire Force Season 3 Part 2,2026-01-10,2026,WINTER 2026,1,13.0,david production,Action | Drama | Sci-Fi | Supernatural,Shounen,TV,FINISHED,78186,82.0,82.0,,,,,,,,0
はめつのおうこく,Hametsu no Oukoku,The Kingdoms of Ruin,2023-10-07,2023,FALL 2023,1,12.0,Yokohama Animation Lab,Action | Drama | Fantasy,Shounen,TV,FINISHED,78068,61.0,61.0,,,,,,,,0
ダンジョンに出会いを求めるのは間違っているだろうかⅤ 豊穣の女神篇,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,Is It Wrong To Try To Pick Up Girls in a Dungeon? V,2024-10-03,2024,FALL 2024,2,15.0,J.C.STAFF,Action | Adventure | Comedy | Fantasy | Romance,Unknown,ONA,FINISHED,77650,79.0,79.0,,,,,,,,0
転生貴族の異世界冒険録 〜自重を知らない神々の使徒〜,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,2023-04-02,2023,SPRING 2023,1,12.0,Magic Bus | EMT Squared,Action | Comedy | Fantasy | Romance,Unknown,TV,FINISHED,77337,66.0,66.0,,,,,,,,0
望まぬ不死の冒険者,Nozomanu Fushi no Boukensha,The Unwanted Undead Adventurer,2024-01-05,2024,WINTER 2024,2,12.0,CONNECT,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,76436,74.0,74.0,,,,,,,,0
実は俺、最強でした？,"Jitsu wa Ore, Saikyou Deshita?",Am I Actually the Strongest?,2023-07-02,2023,SUMMER 2023,1,12.0,Staple Entertainment,Comedy | Fantasy | Romance,Unknown,TV,FINISHED,76422,63.0,63.0,,,,,,,,0
Dr.STONE SCIENCE FUTURE 2クール,Dr. STONE: SCIENCE FUTURE Part 2,Dr. STONE SCIENCE FUTURE Cour 2,2025-07-10,2025,SUMMER 2025,2,12.0,TMS Entertainment,Action | Adventure | Comedy | Sci-Fi,Shounen,TV,FINISHED,76097,85.0,85.0,,,,,,,,0
文豪ストレイドッグス 第5シーズン,Bungou Stray Dogs 5th Season,Bungo Stray Dogs 5,2023-07-12,2023,SUMMER 2023,1,11.0,bones,Action | Comedy | Mystery | Supernatural,Seinen,TV,FINISHED,75728,85.0,85.0,,,,,,,,0
義妹生活,Gimai Seikatsu,Days with My Stepsister,2024-07-04,2024,SUMMER 2024,1,12.0,Studio DEEN,Romance | Slice of Life,Unknown,TV,FINISHED,75672,73.0,73.0,,,,,,,,0
戦隊大失格,Sentai Daishikkaku,Go! Go! Loser Ranger!,2024-04-07,2024,SPRING 2024,2,12.0,Yostar Pictures,Action | Comedy | Drama | Sci-Fi,Shounen,TV,FINISHED,75190,72.0,72.0,,,,,,,,0
暗殺者である俺のステータスが 勇者よりも明らかに強いのだが,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,My Status as an Assassin Obviously Exceeds the Hero’s,2025-10-07,2025,FALL 2025,1,12.0,Sunrise,Action | Adventure | Fantasy,Unknown,TV,FINISHED,75131,66.0,66.0,,,,,,,,2
Fate/strange Fake,Fate/strange Fake,Fate/strange Fake,2026-01-03,2026,WINTER 2026,2,13.0,A-1 Pictures,Action | Adventure | Fantasy | Mystery | Supernatural,Unknown,TV,FINISHED,73920,83.0,83.0,,,,,,,,0
Ninja Kamui,Ninja Kamui,Ninja Kamui,2024-02-11,2024,WINTER 2024,2,13.0,E&H Production,Action | Adventure | Drama | Sci-Fi,Unknown,TV,FINISHED,73785,64.0,64.0,,,,,,,,0
クレバテス-魔獣の王と赤子と屍の勇者,Clevatess: Majuu no Ou to Akago to Kabane no Yuusha,Clevatess,2025-07-02,2025,SUMMER 2025,2,12.0,Lay-duce,Action | Drama | Fantasy,Unknown,TV,FINISHED,73443,77.0,77.0,,,,,,,,0
魔法少女にあこがれて,Mahou Shoujo ni Akogarete,Gushing Over Magical Girls,2024-01-03,2024,WINTER 2024,2,13.0,Asahi Production,Comedy | Ecchi | Mahou Shoujo | Slice of Life,Seinen,TV,FINISHED,73015,74.0,74.0,,,,,,,,0
新米オッサン冒険者、最強パーティに死ぬほど鍛えられて無敵になる。,"Shinmai Ossan Bouken-sha, Saikyou Party ni Shinu Hodo Kitaerarete Muteki ni Naru.","The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible",2024-07-02,2024,SUMMER 2024,1,12.0,Yumeta Company,Action | Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,72915,73.0,73.0,,,,,,,,0
悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,2024-01-09,2024,WINTER 2024,1,12.0,Jumondou,Comedy | Fantasy | Romance,Shoujo,TV,FINISHED,72496,71.0,71.0,,,,,,,,0
冰剣の魔術師が世界を統べる,Hyouken no Majutsushi ga Sekai wo Suberu,The Iceblade Sorcerer Shall Rule the World,2023-01-06,2023,WINTER 2023,2,12.0,CLOUDHEARTS,Action | Adventure | Fantasy,Unknown,TV,FINISHED,72395,63.0,63.0,,,,,,,,2
片田舎のおっさん、剣聖になる,"Katainaka no Ossan, Kensei ni Naru",From Old Country Bumpkin to Master Swordsman,2025-04-05,2025,SPRING 2025,2,12.0,Hayabusa Film | Passione,Action | Adventure | Comedy | Fantasy,Seinen,TV,FINISHED,72328,69.0,69.0,,,,,,,,0
魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",An Archdemon's Dilemma: How to Love Your Elf Bride,2024-04-05,2024,SPRING 2024,1,12.0,Brain's Base,Action | Fantasy | Romance,Unknown,TV,FINISHED,71577,73.0,73.0,,,,,,,,0
便利屋斎藤さん、異世界に行く,"Benriya Saitou-san, Isekai ni Iku",Handyman Saitou in Another World,2023-01-08,2023,WINTER 2023,1,12.0,C2C,Adventure | Comedy | Fantasy | Slice of Life,Seinen,TV,FINISHED,70509,72.0,72.0,,,,,,,,0
即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。,"Sokushi Cheat ga Saikyou Sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",My Instant Death Ability is Overpowered,2024-01-05,2024,WINTER 2024,1,12.0,Okuruto Noboru,Action | Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,70358,62.0,63.0,,,,,,,,2
ありふれた職業で世界最強 3rd season,Arifureta Shokugyou de Sekai Saikyou 3rd season,Arifureta: From Commonplace to World's Strongest Season 3,2024-10-14,2024,FALL 2024,1,16.0,Asread,Action | Adventure | Fantasy | Psychological,Unknown,TV,FINISHED,70229,70.0,70.0,,,,,,,,0
お兄ちゃんはおしまい！,Onii-chan wa Oshimai!,ONIMAI: I'm Now Your Sister!,2023-01-05,2023,WINTER 2023,1,12.0,Studio Bind,Comedy | Ecchi | Slice of Life,Shounen,TV,FINISHED,69928,75.0,75.0,,,,,,,,0
彼女、お借りします 第3期,"Kanojo, Okarishimasu 3rd Season",Rent-a-Girlfriend Season 3,2023-07-08,2023,SUMMER 2023,2,12.0,TMS Entertainment,Comedy | Drama | Romance,Shounen,TV,FINISHED,69274,68.0,68.0,,,,,,,,0
君のことが大大大大大好きな100人の彼女 第2期,Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo 2nd Season,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You Season 2",2025-01-12,2025,WINTER 2025,2,12.0,Bibury Animation Studios,Comedy | Ecchi | Romance,Seinen,TV,FINISHED,69110,79.0,79.0,,,,,,,,0
桃源暗鬼,Tougen Anki,TOUGEN ANKI,2025-07-11,2025,SUMMER 2025,2,24.0,Studio Hibari,Action | Mystery | Supernatural,Shounen,TV,FINISHED,68557,68.0,68.0,,,,,,,,0
クラスの大嫌いな女子と結婚することになった。,Class no Daikirai na Joshi to Kekkon Suru Koto ni Natta.,I'm Getting Married to a Girl I Hate in My Class,2025-01-03,2025,WINTER 2025,1,12.0,Studio Gokumi | AXsiZ,Comedy | Romance,Unknown,TV,FINISHED,68514,67.0,67.0,,,,,,,,0
全修。,Zenshuu.,ZENSHU,2025-01-05,2025,WINTER 2025,1,12.0,MAPPA,Action | Fantasy | Romance,Unknown,TV,FINISHED,68176,73.0,73.0,,,,,,,,0
精霊幻想記2,Seirei Gensouki 2,Seirei Gensouki: Spirit Chronicles Season 2,2024-10-08,2024,FALL 2024,1,12.0,TMS Entertainment | WAO World,Action | Drama | Fantasy | Romance,Unknown,TV,FINISHED,68071,69.0,69.0,,,,,,,,0
夜桜さんちの大作戦,Yozakura-san Chi no Daisakusen,Mission: Yozakura Family,2024-04-07,2024,SPRING 2024,2,27.0,SILVER LINK.,Action | Comedy | Romance,Shounen,TV,FINISHED,67878,74.0,74.0,,,,,,,,0
ヴィジランテ -僕のヒーローアカデミア ILLEGALS-,Vigilante: Boku no Hero Academia ILLEGALS,My Hero Academia: Vigilantes,2025-04-07,2025,SPRING 2025,2,13.0,bones film,Action | Adventure | Drama | Fantasy,Shounen,TV,FINISHED,67788,76.0,76.0,,,,,,,,0
七つの魔剣が支配する,Nanatsu no Maken ga Shihai Suru,Reign of the Seven Spellblades,2023-07-08,2023,SUMMER 2023,1,15.0,J.C.STAFF,Action | Fantasy,Unknown,TV,FINISHED,67710,64.0,64.0,,,,,,,,0
ジョジョの奇妙な冒険 スティール・ボール・ラン 1st STAGE,JoJo no Kimyou na Bouken: Steel Ball Run - 1st STAGE,STEEL BALL RUN JoJo's Bizarre Adventure 1st STAGE,2026-03-19,2026,WINTER 2026,2,1.0,david production,Action | Adventure | Drama | Mystery | Sports | Supernatural,Seinen,ONA,FINISHED,67394,88.0,88.0,,,,,,,,0
転生貴族、鑑定スキルで成り上がる,"Tensei Kizoku, Kantei Skill de Nariagaru","As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",2024-04-07,2024,SPRING 2024,2,12.0,studio MOTHER,Adventure | Fantasy,Unknown,TV,FINISHED,67372,71.0,71.0,,,,,,,,0
一瞬で治療していたのに役立たずと追放された天才治癒師、闇ヒーラーとして楽しく生きる,"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru",The Brilliant Healer's New Life in the Shadows,2025-04-03,2025,SPRING 2025,2,12.0,Makaria,Action | Comedy | Fantasy,Unknown,TV,FINISHED,66869,68.0,68.0,,,,,,,,0
彼女が公爵邸に行った理由,Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended Up at the Duke’s Mansion,2023-04-10,2023,SPRING 2023,1,12.0,TYPHOON GRAPHICS,Comedy | Fantasy | Mystery | Romance,Shoujo,TV,FINISHED,66426,74.0,74.0,,,,,,,,0
最後にひとつだけお願いしてもよろしいでしょうか,Saigo ni Hitotsu dake Onegai Shite mo Yoroshii Deshou ka,May I Ask for One Final Thing?,2025-10-04,2025,FALL 2025,1,13.0,LIDENFILMS,Action | Comedy | Drama | Fantasy | Romance,Shoujo,ONA,FINISHED,66349,73.0,73.0,,,,,,,,0
盾の勇者の成り上がり Season 4,Tate no Yuusha no Nariagari Season 4,The Rising of the Shield Hero Season 4,2025-07-09,2025,SUMMER 2025,2,12.0,Kinema Citrus,Action | Adventure | Fantasy,Unknown,TV,FINISHED,66121,70.0,70.0,,,,,,,,2
自動販売機に生まれ変わった俺は迷宮を彷徨う,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,"Reborn as a Vending Machine, I Now Wander the Dungeon",2023-07-05,2023,SUMMER 2023,2,12.0,Studio Gokumi | AXsiZ,Adventure | Comedy | Fantasy,Shounen,TV,FINISHED,65496,63.0,63.0,,,,,,,,0
魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～ Ⅱ 2クール,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II Part 2",The Misfit of Demon King Academy II (Cour 2),2024-04-12,2024,SPRING 2024,1,12.0,SILVER LINK.,Action | Fantasy,Unknown,TV,FINISHED,65298,65.0,65.0,,,,,,,,0
